,WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,real_description,alt_description
11,WBGene00001963,btb-1,F40G9.4,Live,pseudogene,38.831912966024,1.85129793204577,0.00214764525606225,19.1031083857427,12.4571370729799,18.8906669280191,47.9793556417985,72.8185267805176,61.742682987086,pseudogene,pseudogene
12,WBGene00002006,hsp-2,K09C4.3,Live,pseudogene,256.402393772043,1.3680519747436002,7.84762868670186e-06,131.674997087441,130.107876095567,167.91703936017,411.251619786844,345.42121677937797,352.04161352285894,pseudogene,pseudogene
13,WBGene00002212,kin-31,B0523.1,Live,pseudogene,168.75764325835698,1.38444737660015,0.00213831461380652,81.18821063940659,71.9745697549947,127.33708818146201,163.129809182115,268.868406574219,300.047775217944,pseudogene,pseudogene
14,WBGene00002221,klp-10,C33H5.4,Live,pseudogene,966.602754180598,-1.08809167828918,3.34862967931636e-05,1263.5341689427,1319.76446656514,1358.72871015604,563.414719107977,744.989543216065,549.1849170956599,pseudogene,pseudogene
15,WBGene00003067,lrg-1,F55H2.4,Live,pseudogene,314.352384119514,0.360685674200772,0.476429000965046,231.96631611259,292.050658044306,302.250670848306,201.513293695554,362.225492190267,496.10787382606,pseudogene,pseudogene
16,WBGene00003420,msh-4,T02G5.6,Live,pseudogene,34.9699510054853,-0.440119641635332,0.635480728726252,53.89805580263129,33.219032194613,32.8837535413667,13.708387326228099,52.279967944987,23.830509223085798,pseudogene,pseudogene
17,WBGene00003433,msp-37,K08F4.10,Live,pseudogene,4.19275470046381,-0.6879709224939858,0.763799702554005,2.0467616127581496,9.688884390095449,3.4982716533368796,1.37083873262281,7.468566849283861,1.0832049646857198,pseudogene,pseudogene
18,WBGene00003437,msp-42,F26G1.8,Live,pseudogene,106.414618902526,0.231423199286287,0.7164620243361379,78.45919515572899,120.418991705472,94.4533346400957,65.8002591658951,149.371336985677,129.984595762286,pseudogene,pseudogene
19,WBGene00003445,msp-52,F36H12.6,Live,pseudogene,282.126433101228,-0.5736867458267789,0.303588887245651,267.443517400398,427.695039505642,315.544103130987,131.60051833179,377.162625888835,173.312794349715,pseudogene,pseudogene
20,WBGene00003460,msp-71,F59A6.8,Live,pseudogene,298.339070196075,0.604458999722057,0.0832703805878293,216.956730952364,256.063373166808,237.18281809624,278.280262722431,392.099759587403,409.45147665120203,pseudogene,pseudogene
21,WBGene00003556,nas-40,F54B8.13,Live,pseudogene,3.10274578680754,5.6145349775169,0.0851639157918657,0.0,0.0,0.0,16.4500647914738,0.0,2.1664099293714396,pseudogene,pseudogene
22,WBGene00003665,nhr-75,C49D10.6,Live,pseudogene,0.361068321561907,2.6288176966995,,0.0,0.0,0.0,0.0,0.0,2.1664099293714396,pseudogene,pseudogene
23,WBGene00003673,nhr-83,F48G7.3,Live,pseudogene,15.1004547396327,-1.6195183896664398,0.1319133288311,30.701424191372197,13.8412634144221,23.7882472426908,12.337548593605302,5.60142513696289,4.332819858742879,pseudogene,pseudogene
24,WBGene00004009,pgp-15,F22E10.4,Live,pseudogene,12.249832668322801,0.510777877854185,0.7479284265856629,22.514377740339604,4.844442195047719,2.7986173226695,6.854193663114071,22.405700547851602,14.0816645409144,pseudogene,pseudogene
25,WBGene00004041,plg-1,F44E2.11,Live,pseudogene,178.46099610814701,-0.013877218970193,0.9867174225812321,172.610229342604,93.4285280473489,271.465880298942,238.52593947637,188.581312944417,106.15408653920099,pseudogene,pseudogene
26,WBGene00004054,,AC8.1,Live,pseudogene,72.5276704197928,-0.7484618860272769,0.222586493590034,83.91722612308409,103.117412437444,85.3578283414199,26.045935919833497,72.8185267805176,63.9090929164575,pseudogene,pseudogene
27,WBGene00004179,prg-2,C01G5.2,Live,pseudogene,2139.88950872339,-1.4313811137614199,7.677248574133759e-07,3229.7898249323603,2539.17977337573,3597.6225682916497,1444.86402418445,1039.9979337627801,987.8829277933771,pseudogene,pseudogene
28,WBGene00004240,puf-4,M4.2,Live,pseudogene,4.705714652196651,0.36226083097840295,0.861886464161947,3.41126935459692,6.22856853648993,2.7986173226695,9.595871128359699,1.86714171232096,4.332819858742879,pseudogene,pseudogene
29,WBGene00004246,puf-10,Y48G1BL.3,Live,pseudogene,324.599049654319,-1.80586593106951,2.1353648392265999e-07,491.905040932875,443.61249243222704,577.214822800585,102.812904946711,192.315596369059,139.733440444458,pseudogene,pseudogene
30,WBGene00004677,rrn-3.56,F31C3.10,Live,pseudogene,368454.559584745,2.13083914246906,4.90461765013244e-06,175053.380454366,131935.614929442,103947.64390725199,513714.96085673705,1007871.89346058,278203.86390009196,pseudogene,pseudogene
31,WBGene00004817,skr-11,F13A7.9,Live,pseudogene,23.1113711873561,-5.61748352842915,3.83183824856029e-05,33.430439675049804,51.2126746333617,51.074766138718395,0.0,1.86714171232096,1.0832049646857198,pseudogene,pseudogene
32,WBGene00004851,sls-2.19,F36H12.20,Live,pseudogene,24.183323227358397,0.264302176362567,0.816744700184389,19.1031083857427,35.295221706776296,11.194469290678,32.9001295829476,33.6085508217774,12.9984595762286,pseudogene,pseudogene
33,WBGene00004903,snf-4,Y46G5A.25,Live,pseudogene,213.375039346566,2.23740802823992,7.3694326981929515e-09,91.4220187031973,57.441243169851596,75.5626677120766,322.147102166361,261.399839724935,472.277364602974,pseudogene,pseudogene
34,WBGene00004907,snf-8,ZK829.10,Live,pseudogene,98.1334684235886,1.97829462724211,5.94394604703254e-05,60.0383406409057,29.0666531702863,30.0851362186972,194.65910003244,136.30134499943,138.650235479772,pseudogene,pseudogene
35,WBGene00005041,sra-15,AH6.16,Live,pseudogene,0.31119028538682697,1.9847809081581298,,0.0,0.0,0.0,0.0,1.86714171232096,0.0,pseudogene,pseudogene
36,WBGene00005045,sra-19,F28C12.3,Live,pseudogene,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,pseudogene,pseudogene
37,WBGene00005069,srb-4,C27D6.7,Live,pseudogene,0.91178215815386,0.0182391778433479,,2.7290154836775296,0.0,0.0,2.74167746524563,0.0,0.0,pseudogene,pseudogene
38,WBGene00005075,srb-10,F23F12.11,Live,pseudogene,0.228473122103802,1.9847809081581298,,0.0,0.0,0.0,1.37083873262281,0.0,0.0,pseudogene,pseudogene
39,WBGene00005084,srd-6,B0547.5,Live,pseudogene,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,pseudogene,pseudogene
40,WBGene00005092,srd-14,B0547.3,Live,pseudogene,61.860982425050295,1.84977999606291,0.0007220999625712411,38.2062167714855,15.9174529265854,26.586864565360305,97.3295500162199,85.8885187667644,107.237291503886,pseudogene,pseudogene
41,WBGene00005100,srd-22,F26G5.3,Live,pseudogene,2.18885329839233,5.11275386095947,0.160867800721341,0.0,0.0,0.0,10.9667098609825,0.0,2.1664099293714396,pseudogene,pseudogene
42,WBGene00005102,srd-24,W06G6.4,Live,pseudogene,0.361068321561907,2.6288176966995,,0.0,0.0,0.0,0.0,0.0,2.1664099293714396,pseudogene,pseudogene
43,WBGene00005115,srd-37,R04D3.11,Live,pseudogene,0.31119028538682697,1.9847809081581298,,0.0,0.0,0.0,0.0,1.86714171232096,0.0,pseudogene,pseudogene
44,WBGene00005130,srd-52,K02A2.4,Live,pseudogene,1.0276014669017701,2.88868668445194,,0.6822538709193828,0.0,0.0,5.48335493049126,0.0,0.0,pseudogene,pseudogene
45,WBGene00005175,srg-18,T01B7.2,Live,pseudogene,0.11660905511122902,0.0612275565156454,,0.0,0.0,0.6996543306673759,0.0,0.0,0.0,pseudogene,pseudogene
46,WBGene00005176,srg-19,Y105C5A.11,Live,pseudogene,10.4616991128546,7.36014960479378,6.94305368707835e-05,0.0,0.0,0.0,38.383484513438795,16.8042754108887,7.58243475280004,pseudogene,pseudogene
47,WBGene00005206,srg-49,Y43B11AR.6,Live,pseudogene,0.34982716533368796,-1.4354262266645101,,0.0,0.0,2.09896299200213,0.0,0.0,0.0,pseudogene,pseudogene
48,WBGene00005235,srh-9,T11F9.17,Live,pseudogene,1.1300887608778898,2.01562254190443,,1.3645077418387699,0.0,0.0,0.0,0.0,5.4160248234286,pseudogene,pseudogene
49,WBGene00005239,srh-13,R09F10.10,Live,pseudogene,0.9985487265504649,3.9903684853357406,,0.0,0.0,0.0,2.74167746524563,0.0,3.24961489405716,pseudogene,pseudogene
50,WBGene00005252,srh-29,ZC404.6,Live,pseudogene,1.1151577816616898,3.0359138183501697,,0.0,0.0,0.6996543306673759,2.74167746524563,0.0,3.24961489405716,pseudogene,pseudogene
51,WBGene00005266,srh-43,Y54G11A.16,Live,pseudogene,1.4845477111093799,3.47303915932255,,0.6822538709193828,0.0,0.0,8.22503239573689,0.0,0.0,pseudogene,pseudogene
52,WBGene00005277,srh-54,T09F5.6,Live,pseudogene,0.228473122103802,1.9847809081581298,,0.0,0.0,0.0,1.37083873262281,0.0,0.0,pseudogene,pseudogene
53,WBGene00005287,srh-66,T21B4.10,Live,pseudogene,0.685419366311407,3.4362819387073396,,0.0,0.0,0.0,4.11251619786844,0.0,0.0,pseudogene,pseudogene
54,WBGene00005302,srh-81,W03F9.7,Live,pseudogene,1.86714171232096,4.85666408875624,0.308144990108746,0.0,0.0,0.0,0.0,11.202850273925801,0.0,pseudogene,pseudogene
55,WBGene00005305,srh-84,K12D9.2,Live,pseudogene,1.14236561051901,4.17114553681251,,0.0,0.0,0.0,6.854193663114071,0.0,0.0,pseudogene,pseudogene
56,WBGene00005307,srh-86,C44C3.4,Live,pseudogene,0.996609651698235,3.96369662612265,,0.0,0.0,0.0,4.11251619786844,1.86714171232096,0.0,pseudogene,pseudogene
57,WBGene00005312,srh-91,F25E5.11,Live,pseudogene,1.07932681498126,4.0688452771929,,0.0,0.0,0.0,2.74167746524563,3.7342834246419305,0.0,pseudogene,pseudogene
58,WBGene00005322,srh-103,F21H7.13,Live,pseudogene,1.59931185472662,4.65582815892348,,0.0,0.0,0.0,9.595871128359699,0.0,0.0,pseudogene,pseudogene
59,WBGene00005325,srh-106,R08H2.14,Live,pseudogene,0.963507506233346,0.819847247977652,,2.0467616127581496,0.0,0.0,0.0,3.7342834246419305,0.0,pseudogene,pseudogene
60,WBGene00005326,srh-107,R08H2.12,Live,pseudogene,0.580145198931481,-2.1661695174568703,,0.6822538709193828,0.0,2.7986173226695,0.0,0.0,0.0,pseudogene,pseudogene
61,WBGene00005327,srh-108,R08H2.11,Live,pseudogene,0.46643622044491706,-1.85081903513773,,0.0,0.0,2.7986173226695,0.0,0.0,0.0,pseudogene,pseudogene
62,WBGene00005333,srh-114,F08E10.8,Live,pseudogene,1.37083873262281,4.43359574439512,,0.0,0.0,0.0,8.22503239573689,0.0,0.0,pseudogene,pseudogene
63,WBGene00005336,srh-117,K10G4.6,Live,pseudogene,0.8644229150006228,-1.4432892771015098,,3.41126935459692,0.6920631707211029,0.0,0.0,0.0,1.0832049646857198,pseudogene,pseudogene
64,WBGene00005343,srh-126,F18E3.3,Live,pseudogene,2.78103420073617,5.43460715155375,0.10454532100425201,0.0,0.0,0.0,5.48335493049126,11.202850273925801,0.0,pseudogene,pseudogene
65,WBGene00005360,srh-144,F26D2.5,Live,pseudogene,2.12983135684686,-0.521703751358201,0.888243492569289,2.0467616127581496,5.5365053657688295,0.0,4.11251619786844,0.0,1.0832049646857198,pseudogene,pseudogene
66,WBGene00005367,srh-151,K08G2.6,Live,pseudogene,1.22508277380204,4.26385367679302,,0.0,0.0,0.0,5.48335493049126,1.86714171232096,0.0,pseudogene,pseudogene
67,WBGene00005368,srh-152,K08G2.3,Live,pseudogene,6.2362203704616705,3.66439587044974,0.0985611555338317,2.7290154836775296,0.0,0.0,28.7876133850791,3.7342834246419305,2.1664099293714396,pseudogene,pseudogene
68,WBGene00005376,srh-160,F20E11.3,Live,pseudogene,0.5416024823428599,3.1311749870437002,,0.0,0.0,0.0,0.0,0.0,3.24961489405716,pseudogene,pseudogene
69,WBGene00005377,srh-161,F20E11.14,Live,pseudogene,1.9000726023767298,3.83321645740905,0.274511282283888,0.6822538709193828,0.0,0.0,0.0,7.468566849283861,3.24961489405716,pseudogene,pseudogene
70,WBGene00005378,srh-162,F40D4.4,Live,pseudogene,0.491724446167781,2.9337752449054597,,0.0,0.0,0.0,0.0,1.86714171232096,1.0832049646857198,pseudogene,pseudogene
71,WBGene00005379,srh-163,D1054.16,Live,pseudogene,0.8914296476765479,0.6727483090506999,,0.0,0.0,2.09896299200213,0.0,0.0,3.24961489405716,pseudogene,pseudogene
72,WBGene00005380,srh-164,Y8A9A.1,Live,pseudogene,0.46643622044491706,-1.85081903513773,,0.0,0.0,2.7986173226695,0.0,0.0,0.0,pseudogene,pseudogene
73,WBGene00005403,srh-189,C03G6.20,Live,pseudogene,1.5692039492446297,3.5721398681229,,0.6822538709193828,0.0,0.0,5.48335493049126,0.0,3.24961489405716,pseudogene,pseudogene
74,WBGene00005409,srh-198,ZK262.13,Live,pseudogene,0.31119028538682697,1.9847809081581298,,0.0,0.0,0.0,0.0,1.86714171232096,0.0,pseudogene,pseudogene
75,WBGene00005413,srh-202,Y68A4A.1,Live,pseudogene,0.933570856160482,3.8447962701536103,,0.0,0.0,0.0,0.0,5.60142513696289,0.0,pseudogene,pseudogene
76,WBGene00005420,srh-210,D1065.4,Live,pseudogene,2.44982614331623,-2.04880037663858,0.44200328123846894,2.7290154836775296,6.92063170721103,2.09896299200213,0.0,1.86714171232096,1.0832049646857198,pseudogene,pseudogene
77,WBGene00005431,srh-221,C04F2.2,Live,pseudogene,1.1402552802576598,0.5966853878044859,,2.7290154836775296,0.0,0.0,4.11251619786844,0.0,0.0,pseudogene,pseudogene
78,WBGene00005434,srh-224,C35D6.8,Live,pseudogene,1.11410501694144,4.1089965281669105,,0.0,0.0,0.0,0.0,5.60142513696289,1.0832049646857198,pseudogene,pseudogene
79,WBGene00005438,srh-230,C04F2.3,Live,pseudogene,0.233218110222459,-0.849794955631433,,0.0,0.0,1.39930866133475,0.0,0.0,0.0,pseudogene,pseudogene
80,WBGene00005445,srh-238,T23F1.1,Live,pseudogene,2.83091223691125,5.46103122283676,0.0479725877033245,0.0,0.0,0.0,5.48335493049126,9.33570856160482,2.1664099293714396,pseudogene,pseudogene
81,WBGene00005455,srh-249,C31B8.14,Live,pseudogene,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,pseudogene,pseudogene
82,WBGene00005460,srh-254,T26H5.1,Live,pseudogene,1.00135463981689,1.70606208729015,,0.0,0.0,1.39930866133475,2.74167746524563,1.86714171232096,0.0,pseudogene,pseudogene
83,WBGene00005462,srh-256,F28B1.7,Live,pseudogene,1.37083873262281,4.43359574439512,,0.0,0.0,0.0,8.22503239573689,0.0,0.0,pseudogene,pseudogene
84,WBGene00005467,srh-261,K03D7.4,Live,pseudogene,2.9701505873494303,5.5484270114419605,0.162751189749116,0.0,0.0,0.0,17.8209035240966,0.0,0.0,pseudogene,pseudogene
85,WBGene00005468,srh-262,K10G4.7,Live,pseudogene,0.57924969558301,-2.1640715415202503,,0.0,2.0761895121633103,1.39930866133475,0.0,0.0,0.0,pseudogene,pseudogene
86,WBGene00005473,srh-267,C04F2.5,Live,pseudogene,2.0430973395715504,5.009889933561981,0.116477922564709,0.0,0.0,0.0,8.22503239573689,1.86714171232096,2.1664099293714396,pseudogene,pseudogene
87,WBGene00005483,srh-278,T09F5.8,Live,pseudogene,19.8724936837135,8.288161872383009,1.1914947703230099e-07,0.0,0.0,0.0,20.562580989342198,46.678542808024105,51.9938383049146,pseudogene,pseudogene
88,WBGene00005485,srh-280,K05D4.7,Live,pseudogene,1.03050154352644,2.8886926116874503,,0.0,0.0,0.6996543306673759,5.48335493049126,0.0,0.0,pseudogene,pseudogene
89,WBGene00005506,srh-302,Y59A8A.5,Live,pseudogene,2.2085316661376004,5.10915687252446,0.0898017996000024,0.0,0.0,0.0,5.48335493049126,5.60142513696289,2.1664099293714396,pseudogene,pseudogene
90,WBGene00005511,srh-307,Y59A8B.5,Live,pseudogene,4.256299302187339,5.06221236165286,0.0222470797366171,0.6822538709193828,0.0,0.0,6.854193663114071,9.33570856160482,8.665639717485758,pseudogene,pseudogene
91,WBGene00005520,sri-8,ZK666.10,Live,pseudogene,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,pseudogene,pseudogene
92,WBGene00005534,sri-22,F19F10.2,Live,pseudogene,2.76698543695109,-1.0094237551084202,0.785551462791927,0.0,6.92063170721103,4.19792598400426,5.48335493049126,0.0,0.0,pseudogene,pseudogene
93,WBGene00005535,sri-23,F59E11.3,Live,pseudogene,3.09310556357899,-0.63108315344313,0.868007695633593,4.093523225516299,0.0,6.996543306673759,0.0,7.468566849283861,0.0,pseudogene,pseudogene
94,WBGene00005553,sri-41,F22E5.10,Live,pseudogene,2.67863866970788,5.39387657197914,0.115868972203968,0.0,0.0,0.0,12.337548593605302,3.7342834246419305,0.0,pseudogene,pseudogene
95,WBGene00005556,sri-44,K07E8.12,Live,pseudogene,0.456946244207605,2.85826539854628,,0.0,0.0,0.0,2.74167746524563,0.0,0.0,pseudogene,pseudogene
96,WBGene00005561,sri-49,F22E5.14,Live,pseudogene,1.37083873262281,4.43359574439512,,0.0,0.0,0.0,8.22503239573689,0.0,0.0,pseudogene,pseudogene
97,WBGene00005564,sri-52,F22E5.5,Live,pseudogene,0.228473122103802,1.9847809081581298,,0.0,0.0,0.0,1.37083873262281,0.0,0.0,pseudogene,pseudogene
98,WBGene00005567,sri-55,F22E5.15,Live,pseudogene,4.46708835132079,2.74073640101422,0.430168742688099,0.0,0.0,3.4982716533368796,23.3042584545879,0.0,0.0,pseudogene,pseudogene
99,WBGene00005568,sri-56,T10D4.2,Live,pseudogene,0.809567729180804,-2.64717598223937,,0.6822538709193828,2.0761895121633103,2.09896299200213,0.0,0.0,0.0,pseudogene,pseudogene
100,WBGene00005570,sri-58,Y27F2A.1,Live,pseudogene,0.91389248841521,3.85004649989775,,0.0,0.0,0.0,5.48335493049126,0.0,0.0,pseudogene,pseudogene
101,WBGene00005576,sri-64,F13A7.6,Live,pseudogene,0.22741795697312803,-0.818203050329552,,1.3645077418387699,0.0,0.0,0.0,0.0,0.0,pseudogene,pseudogene
102,WBGene00005580,sri-68,B0462.2,Live,pseudogene,2.48494374956425,5.27979014327387,0.0764988377462328,0.0,0.0,0.0,8.22503239573689,5.60142513696289,1.0832049646857198,pseudogene,pseudogene
103,WBGene00005587,sri-75,F33H12.3,Live,pseudogene,0.850853692877457,3.7188999409623302,,0.0,0.0,0.0,1.37083873262281,3.7342834246419305,0.0,pseudogene,pseudogene
104,WBGene00005588,sri-76,D2062.10,Live,pseudogene,1.6557074992843,4.69689510425272,,0.0,0.0,0.0,0.0,5.60142513696289,4.332819858742879,pseudogene,pseudogene
105,WBGene00005600,srj-12,R11G11.4,Live,pseudogene,2.05625809893422,5.0182114627870895,0.269938536098716,0.0,0.0,0.0,12.337548593605302,0.0,0.0,pseudogene,pseudogene
106,WBGene00005605,srj-17,R05D8.1,Live,pseudogene,0.685419366311407,3.4362819387073396,,0.0,0.0,0.0,4.11251619786844,0.0,0.0,pseudogene,pseudogene
107,WBGene00005619,srj-34,T07C12.5,Live,pseudogene,0.722136643123813,3.53718669709221,,0.0,0.0,0.0,0.0,0.0,4.332819858742879,pseudogene,pseudogene
108,WBGene00005620,srj-35,T07C12.3,Live,pseudogene,0.8801884914483291,-1.47436866338963,,0.0,0.0,4.19792598400426,0.0,0.0,1.0832049646857198,pseudogene,pseudogene
109,WBGene00005630,srj-51,C31B8.10,Live,pseudogene,0.622380570773655,3.2454274628330695,,0.0,0.0,0.0,0.0,3.7342834246419305,0.0,pseudogene,pseudogene
110,WBGene00005646,srp-5,C03G6.18,Live,pseudogene,61.827757878515996,-0.8315808111323969,0.21191898138238602,59.3560867699863,110.73010731537701,66.4671614134007,27.416774652456304,69.0842433558757,37.9121737640002,pseudogene,pseudogene
111,WBGene00005650,srp-9,F09C6.5,Live,pseudogene,36.9985376047006,2.41085046354691,3.4893077070162893e-05,12.2805696765489,11.765073902258802,11.194469290678,58.946065502781,54.14710965730799,73.6579375986289,pseudogene,pseudogene
112,WBGene00005651,srp-10,F09C6.4,Live,pseudogene,62.5894545689783,2.5112104358586698,0.000104949052162662,16.374092902065197,8.304758048653241,31.4844448800319,142.567228192773,72.8185267805176,103.98767660982901,pseudogene,pseudogene
113,WBGene00005656,srr-5,C13D9.2,Live,pseudogene,1.2946391777223898,4.33264322592647,,0.0,0.0,0.0,0.0,5.60142513696289,2.1664099293714396,pseudogene,pseudogene
114,WBGene00005668,sru-5,C33A12.9,Live,pseudogene,0.850853692877457,3.7188999409623302,,0.0,0.0,0.0,1.37083873262281,3.7342834246419305,0.0,pseudogene,pseudogene
115,WBGene00005677,sru-14,T02D1.2,Live,pseudogene,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,pseudogene,pseudogene
116,WBGene00005695,sru-32,C50C10.5,Live,pseudogene,0.22741795697312803,-0.818203050329552,,1.3645077418387699,0.0,0.0,0.0,0.0,0.0,pseudogene,pseudogene
117,WBGene00005696,sru-33,C50C10.8,Live,pseudogene,0.34982716533368796,-1.4354262266645101,,0.0,0.0,2.09896299200213,0.0,0.0,0.0,pseudogene,pseudogene
118,WBGene00005706,sru-43,F23B12.2,Live,pseudogene,0.31119028538682697,1.9847809081581298,,0.0,0.0,0.0,0.0,1.86714171232096,0.0,pseudogene,pseudogene
119,WBGene00005709,sru-46,C45H4.5,Live,pseudogene,0.341126935459692,-1.40239790678796,,2.0467616127581496,0.0,0.0,0.0,0.0,0.0,pseudogene,pseudogene
120,WBGene00005734,srv-23,H04M03.10,Live,pseudogene,1.8822415465358702,4.86599479934561,0.14222801468836901,0.0,0.0,0.0,2.74167746524563,7.468566849283861,1.0832049646857198,pseudogene,pseudogene
121,WBGene00005746,srv-35,F13A7.4,Live,pseudogene,2.51320434314183,5.307557624338281,0.20704681260766297,0.0,0.0,0.0,15.079226058850999,0.0,0.0,pseudogene,pseudogene
122,WBGene00005747,srv-36,F57G8.8,Live,pseudogene,1.37963404048886,0.44376533968243703,,0.0,3.46031585360552,0.0,0.0,3.7342834246419305,1.0832049646857198,pseudogene,pseudogene
123,WBGene00005772,srw-25,T09F5.14,Live,pseudogene,8.07912938515551,3.19725397998111,0.18355898296220102,4.77577709643568,0.0,0.0,0.0,11.202850273925801,32.4961489405716,pseudogene,pseudogene
124,WBGene00005775,srw-28,T05G11.5,Live,pseudogene,1.24476114154731,4.26734128478203,,0.0,0.0,0.0,0.0,7.468566849283861,0.0,pseudogene,pseudogene
125,WBGene00005784,srw-37,F49H6.7,Live,pseudogene,1.5559514269341401,4.59263460817594,,0.0,0.0,0.0,0.0,9.33570856160482,0.0,pseudogene,pseudogene
126,WBGene00005794,srw-47,K10G4.2,Live,pseudogene,0.685419366311407,3.4362819387073396,,0.0,0.0,0.0,4.11251619786844,0.0,0.0,pseudogene,pseudogene
127,WBGene00005796,srw-49,T26E4.11,Live,pseudogene,1.39051710036809,4.43176291558292,,0.0,0.0,0.0,2.74167746524563,5.60142513696289,0.0,pseudogene,pseudogene
128,WBGene00005797,srw-50,M01B2.5,Live,pseudogene,0.361068321561907,2.6288176966995,,0.0,0.0,0.0,0.0,0.0,2.1664099293714396,pseudogene,pseudogene
129,WBGene00005799,srw-52,T05G11.8,Live,pseudogene,0.5416024823428599,3.1311749870437002,,0.0,0.0,0.0,0.0,0.0,3.24961489405716,pseudogene,pseudogene
130,WBGene00005812,srw-65,Y38H6C.2,Live,pseudogene,0.11534386178685099,0.0612275565156454,,0.0,0.6920631707211029,0.0,0.0,0.0,0.0,pseudogene,pseudogene
131,WBGene00005817,srw-70,ZK1037.7,Live,pseudogene,3.96676023904767,5.96459313859493,0.0573612579138534,0.0,0.0,0.0,21.933419721965,1.86714171232096,0.0,pseudogene,pseudogene
132,WBGene00005825,srw-78,F18E3.9,Live,pseudogene,3.4599366120946002,1.97453345164976,0.48963865426003,0.0,4.1523790243266205,0.0,1.37083873262281,13.0699919862468,2.1664099293714396,pseudogene,pseudogene
133,WBGene00005827,srw-80,T04H1.10,Live,pseudogene,1.2110357043073898,3.15522229517837,,0.0,0.0,0.6996543306673759,5.48335493049126,0.0,1.0832049646857198,pseudogene,pseudogene
134,WBGene00005828,srw-81,Y51A2B.7,Live,pseudogene,0.228473122103802,1.9847809081581298,,0.0,0.0,0.0,1.37083873262281,0.0,0.0,pseudogene,pseudogene
135,WBGene00005839,srw-92,F32A7.1,Live,pseudogene,2.12967318084126,2.35821665103999,0.5230294581804571,0.0,0.0,2.09896299200213,9.595871128359699,0.0,1.0832049646857198,pseudogene,pseudogene
136,WBGene00005840,srw-93,F32A7.2,Live,pseudogene,0.233218110222459,-0.849794955631433,,0.0,0.0,1.39930866133475,0.0,0.0,0.0,pseudogene,pseudogene
